;QueryName;Status;FileName;OriginalName;ScientificName;AphiaID;Rank;Kingdom;Phylum;Class;Order;Family;Genus;Species
661;Farfantepenaeus aztecus;superseded combination;Mississippi_River_Delta_779;adult brown shrimp;Farfantepenaeus aztecus;158332.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus aztecus
662;Dorosoma cepedianum;accepted;Mississippi_River_Delta_779;adult gizzard shad;Dorosoma cepedianum;159600.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Dorosoma;Dorosoma cepedianum
663;Lutjanus griseus;accepted;Mississippi_River_Delta_779;adult grey snapper;Lutjanus griseus;159797.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Lutjanus griseus
664;Brevoortia patronus;accepted;Mississippi_River_Delta_779;adult gulf menhaden;Brevoortia patronus;275500.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Brevoortia;Brevoortia patronus
665;Acipenser oxyrinchus desotoi;superseded rank;Mississippi_River_Delta_779;adult gulf sturgeon;Acipenser oxyrinchus desotoi;293537.0;Subspecies;Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;Nan
666;Micropterus salmoides;accepted;Mississippi_River_Delta_779;adult largemouth bass;Micropterus salmoides;151295.0;Species;Animalia;Chordata;Teleostei;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides
667;Lagodon rhomboides;accepted;Mississippi_River_Delta_779;adult pinfish;Lagodon rhomboides;159249.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Lagodon;Lagodon rhomboides
668;Sciaenops ocellatus;accepted;Mississippi_River_Delta_779;adult red drum;Sciaenops ocellatus;159335.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Sciaenops;Sciaenops ocellatus
669;Cynoscion arenarius;accepted;Mississippi_River_Delta_779;adult sand seatrout;Cynoscion arenarius;276077.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Cynoscion;Cynoscion arenarius
670;Ariopsis felis;accepted;Mississippi_River_Delta_779;adult sea catfish;Ariopsis felis;158709.0;Species;Animalia;Chordata;Teleostei;Siluriformes;Ariidae;Ariopsis;Ariopsis felis
671;NO_DATA;Not Found;Mississippi_River_Delta_779;adult sharks;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
672;Archosargus probatocephalus;accepted;Mississippi_River_Delta_779;adult sheepshead;Archosargus probatocephalus;159238.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Archosargus;Archosargus probatocephalus
673;Bairdiella chrysoura;accepted;Mississippi_River_Delta_779;adult silver perch;Bairdiella chrysoura;159303.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Bairdiella;Bairdiella chrysoura
674;Paralichthys lethostigma;accepted;Mississippi_River_Delta_779;adult southern flounder;Paralichthys lethostigma;158829.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys lethostigma
675;Leiostomus xanthurus;accepted;Mississippi_River_Delta_779;adult spot;Leiostomus xanthurus;159322.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Leiostomus;Leiostomus xanthurus
676;Cynoscion nebulosus;accepted;Mississippi_River_Delta_779;adult spotted seatrout;Cynoscion nebulosus;159312.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Cynoscion;Cynoscion nebulosus
677;Mugil cephalus;accepted;Mississippi_River_Delta_779;adult striped mullet;Mugil cephalus;126983.0;Species;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;Mugil;Mugil cephalus
678;Lepomis;accepted;Mississippi_River_Delta_779;adult sunfishes;Lepomis;151289.0;Genus;Animalia;Chordata;Teleostei;Centrarchiformes;Centrarchidae;Lepomis;Nan
679;Dorosoma petenense;accepted;Mississippi_River_Delta_779;adult threadfin shad;Dorosoma petenense;276310.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Dorosoma;Dorosoma petenense
680;Litopenaeus setiferus;superseded combination;Mississippi_River_Delta_779;adult white shrimp;Litopenaeus setiferus;158336.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus setiferus
681;NO_DATA;Not Found;Mississippi_River_Delta_779;benthic crustaceans;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
682;NO_DATA;Not Found;Mississippi_River_Delta_779;dolphins;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
683;Palaemonetes pugio;superseded combination;Mississippi_River_Delta_779;grass shrimp;Palaemonetes pugio;158370.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;Palaemonetes pugio
684;Anchoa mitchilli;accepted;Mississippi_River_Delta_779;juvenile bay anchovy;Anchoa mitchilli;158699.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Anchoa;Anchoa mitchilli
685;Pogonias cromis;accepted;Mississippi_River_Delta_779;juvenile black drum;Pogonias cromis;159333.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Pogonias;Pogonias cromis
686;Ictalurus furcatus;accepted;Mississippi_River_Delta_779;juvenile blue catfish;Ictalurus furcatus;275329.0;Species;Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Ictalurus;Ictalurus furcatus
687;Callinectes sapidus;accepted;Mississippi_River_Delta_779;juvenile blue crab;Callinectes sapidus;107379.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes sapidus
688;Farfantepenaeus aztecus;superseded combination;Mississippi_River_Delta_779;juvenile brown shrimp;Farfantepenaeus aztecus;158332.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus aztecus
689;Micropogonias undulatus;accepted;Mississippi_River_Delta_779;juvenile croaker;Micropogonias undulatus;151158.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Micropogonias;Micropogonias undulatus
690;Dorosoma cepedianum;accepted;Mississippi_River_Delta_779;juvenile gizzard shad;Dorosoma cepedianum;159600.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Dorosoma;Dorosoma cepedianum
691;Lutjanus griseus;accepted;Mississippi_River_Delta_779;juvenile grey snapper;Lutjanus griseus;159797.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Lutjanus griseus
692;Acipenser oxyrinchus desotoi;superseded rank;Mississippi_River_Delta_779;juvenile gulf sturgeon;Acipenser oxyrinchus desotoi;293537.0;Subspecies;Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;Nan
693;Micropterus salmoides;accepted;Mississippi_River_Delta_779;juvenile largemouth bass;Micropterus salmoides;151295.0;Species;Animalia;Chordata;Teleostei;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides
694;Brevoortia patronus;accepted;Mississippi_River_Delta_779;juvenile menhaden;Brevoortia patronus;275500.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Brevoortia;Brevoortia patronus
695;Lagodon rhomboides;accepted;Mississippi_River_Delta_779;juvenile pinfish;Lagodon rhomboides;159249.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Lagodon;Lagodon rhomboides
696;Sciaenops ocellatus;accepted;Mississippi_River_Delta_779;juvenile red drum;Sciaenops ocellatus;159335.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Sciaenops;Sciaenops ocellatus
697;Cynoscion arenarius;accepted;Mississippi_River_Delta_779;juvenile sand seatrout;Cynoscion arenarius;276077.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Cynoscion;Cynoscion arenarius
698;Ariopsis felis;accepted;Mississippi_River_Delta_779;juvenile sea catfish;Ariopsis felis;158709.0;Species;Animalia;Chordata;Teleostei;Siluriformes;Ariidae;Ariopsis;Ariopsis felis
699;NO_DATA;Not Found;Mississippi_River_Delta_779;juvenile sharks;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
700;Archosargus probatocephalus;accepted;Mississippi_River_Delta_779;juvenile sheepshead;Archosargus probatocephalus;159238.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Archosargus;Archosargus probatocephalus
701;Bairdiella chrysoura;accepted;Mississippi_River_Delta_779;juvenile silver perch;Bairdiella chrysoura;159303.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Bairdiella;Bairdiella chrysoura
702;Paralichthys lethostigma;accepted;Mississippi_River_Delta_779;juvenile southern flounder;Paralichthys lethostigma;158829.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys lethostigma
703;Leiostomus xanthurus;accepted;Mississippi_River_Delta_779;juvenile spot;Leiostomus xanthurus;159322.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Leiostomus;Leiostomus xanthurus
704;Cynoscion nebulosus;accepted;Mississippi_River_Delta_779;juvenile spotted seatrout;Cynoscion nebulosus;159312.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Cynoscion;Cynoscion nebulosus
705;Mugil cephalus;accepted;Mississippi_River_Delta_779;juvenile striped mullet;Mugil cephalus;126983.0;Species;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;Mugil;Mugil cephalus
706;Lepomis;accepted;Mississippi_River_Delta_779;juvenile sunfishes;Lepomis;151289.0;Genus;Animalia;Chordata;Teleostei;Centrarchiformes;Centrarchidae;Lepomis;Nan
707;Dorosoma petenense;accepted;Mississippi_River_Delta_779;juvenile threadfin shad;Dorosoma petenense;276310.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Dorosoma;Dorosoma petenense
708;Litopenaeus setiferus;superseded combination;Mississippi_River_Delta_779;juvenile white shrimp;Litopenaeus setiferus;158336.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus setiferus
709;Fundulidae;accepted;Mississippi_River_Delta_779;killifishes;Fundulidae;154194.0;Family;Animalia;Chordata;Teleostei;Cyprinodontiformes;Fundulidae;None;Nan
710;NO_DATA;Not Found;Mississippi_River_Delta_779;mollusks;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
711;Panopeus herbstii;accepted;Mississippi_River_Delta_779;mud crabs;Panopeus herbstii;158436.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Panopeidae;Panopeus;Panopeus herbstii
712;NO_DATA;Not Found;Mississippi_River_Delta_779;other shrimp;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
713;NO_DATA;Not Found;Mississippi_River_Delta_779;oyster drill;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
714;NO_DATA;Not Found;Mississippi_River_Delta_779;oyster spat;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
715;NO_DATA;Not Found;Mississippi_River_Delta_779;sack oyster;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
716;NO_DATA;Not Found;Mississippi_River_Delta_779;sea birds;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
717;NO_DATA;Not Found;Mississippi_River_Delta_779;seed oyster;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
718;Atherinopsidae;accepted;Mississippi_River_Delta_779;silversides;Atherinopsidae;266995.0;Family;Animalia;Chordata;Teleostei;Atheriniformes;Atherinopsidae;None;Nan
719;Crepidula fornicata;accepted;Mount_St_Michel_Bay_742;Crepidule;Crepidula fornicata;138963.0;Species;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;Crepidula fornicata
720;NO_DATA;Not Found;Mount_St_Michel_Bay_742;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
721;Macrobenthos;Not Found;Mount_St_Michel_Bay_742;Macrobenthos2;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
722;Fucales;accepted;Mount_St_Michel_Bay_742;Macrophytes;Fucales;844.0;Order;Chromista;Ochrophyta;Phaeophyceae;Fucales;None;None;Nan
723;NO_DATA;Not Found;Mount_St_Michel_Bay_742;Meiobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
724;Mytilus edulis;accepted;Mount_St_Michel_Bay_742;Moules;Mytilus edulis;140480.0;Species;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;Mytilus edulis
725;Mugilidae;accepted;Mount_St_Michel_Bay_742;Mulets;Mugilidae;125546.0;Family;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;None;Nan
726;Bacillariophyta;accepted;Mount_St_Michel_Bay_742;Phytobenthos1;Bacillariophyta;148898.0;Phylum;Chromista;Bacillariophyta;None;None;None;None;Nan
727;Phytoplankton;Not Found;Mount_St_Michel_Bay_742;Phytoplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
728;Anatidae;accepted;Mount_St_Michel_Bay_742;anatidés;Anatidae;136973.0;Family;Animalia;Chordata;Aves;Anseriformes;Anatidae;None;Nan
729;Cephalopoda;accepted;Mount_St_Michel_Bay_742;céphalopodes;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
730;Decapoda;accepted;Mount_St_Michel_Bay_742;gros crustacés;Decapoda;1130.0;Order;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
731;Crassostrea gigas;superseded combination;Mount_St_Michel_Bay_742;huîtres;Crassostrea gigas;140656.0;Species;Animalia;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea gigas
732;Crassostrea gigas;superseded combination;Mount_St_Michel_Bay_742;huîtres2;Crassostrea gigas;140656.0;Species;Animalia;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea gigas
733;Cephalopoda;accepted;Mount_St_Michel_Bay_742;juvenile cephal;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
734;Pisces (juvenile);Not Found;Mount_St_Michel_Bay_742;juvéniles poiss;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
735;NO_DATA;Not Found;Mount_St_Michel_Bay_742;macrobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
736;Ovis aries;accepted;Mount_St_Michel_Bay_742;mouton;Ovis aries;1603298.0;Species;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries
737;Charadriiformes;accepted;Mount_St_Michel_Bay_742;oiseaux limicol;Charadriiformes;2682.0;Order;Animalia;Chordata;Aves;Charadriiformes;None;None;Nan
738;NO_DATA;Not Found;Mount_St_Michel_Bay_742;petites espèces;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
739;Phoca vitulina;accepted;Mount_St_Michel_Bay_742;phoques;Phoca vitulina;137084.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina
740;Phytobenthos;Not Found;Mount_St_Michel_Bay_742;phytobenthos 2;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
741;Actinopterygii;accepted;Mount_St_Michel_Bay_742;poissons adulte;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
742;Copepoda;accepted;Mount_St_Michel_Bay_742;zooplancton her;Copepoda;1080.0;Class;Animalia;Arthropoda;Copepoda;None;None;None;Nan
743;Engraulis encrasicolus;accepted;North_Aegean_495;Adult anchovy;Engraulis encrasicolus;126426.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus
744;Sardina pilchardus;accepted;North_Aegean_495;Adult sardine;Sardina pilchardus;126421.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardina;Sardina pilchardus
745;Lophiidae;accepted;North_Aegean_495;Anglerfish;Lophiidae;125493.0;Family;Animalia;Chordata;Teleostei;Lophiiformes;Lophiidae;None;Nan
746;Cephalopoda;accepted;North_Aegean_495;Benthic cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
747;NO_DATA;Not Found;North_Aegean_495;Benthic invert. (no crustacea);Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
748;Cephalopoda;accepted;North_Aegean_495;Benthopelagic cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
749;Pagellus bogaraveo;accepted;North_Aegean_495;BepeFish;Pagellus bogaraveo;127059.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Pagellus;Pagellus bogaraveo
750;Brachyura;accepted;North_Aegean_495;Crabs;Brachyura;106673.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
751;Mullus barbatus;accepted;North_Aegean_495;DemeFish1;Mullus barbatus;126985.0;Species;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;Mullus;Mullus barbatus
752;Pagellus erythrinus;accepted;North_Aegean_495;DemeFish2;Pagellus erythrinus;127060.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Pagellus;Pagellus erythrinus
753;Boops boops;accepted;North_Aegean_495;DemeFish3;Boops boops;127047.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Boops;Boops boops
754;Merluccius merluccius;accepted;North_Aegean_495;DemeFish4;Merluccius merluccius;126484.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius
755;NO_DATA;Not Found;North_Aegean_495;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
756;NO_DATA;Not Found;North_Aegean_495;Discards;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
757;Pleuronectiformes;accepted;North_Aegean_495;Flatfishes;Pleuronectiformes;10331.0;Order;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan
758;Merluccius merluccius;accepted;North_Aegean_495;Hake;Merluccius merluccius;126484.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius
759;Trachurus trachurus;accepted;North_Aegean_495;Horse mackerel;Trachurus trachurus;126822.0;Species;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;Trachurus trachurus
760;Mnemiopsis leidyi;accepted;North_Aegean_495;Jellyfish+ mnemiopsis;Mnemiopsis leidyi;106401.0;Species;Animalia;Ctenophora;Tentaculata;Lobata;Bolinopsidae;Mnemiopsis;Mnemiopsis leidyi
761;Engraulis encrasicolus;accepted;North_Aegean_495;Juv anchovy;Engraulis encrasicolus;126426.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus
762;Sardina pilchardus;accepted;North_Aegean_495;Juv sardine;Sardina pilchardus;126421.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardina;Sardina pilchardus
763;Scombridae;accepted;North_Aegean_495;Large pelagic fishes;Scombridae;125559.0;Family;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;None;Nan
764;Caretta caretta;accepted;North_Aegean_495;Loggerhead turtle;Caretta caretta;137205.0;Species;Animalia;Chordata;None;Testudines;Cheloniidae;Caretta;Caretta caretta
765;Scomber scombrus;accepted;North_Aegean_495;Mackerel;Scomber scombrus;127023.0;Species;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus
766;Nyctiphanes couchii;accepted;North_Aegean_495;Macrozooplankton;Nyctiphanes couchii;254316.0;Species;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Nyctiphanes;Nyctiphanes couchii
767;Carangidae;accepted;North_Aegean_495;Medium pelagic fish;Carangidae;125523.0;Family;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan
768;Mugilidae;accepted;North_Aegean_495;Mullets;Mugilidae;125546.0;Family;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;None;Nan
769;Nephrops norvegicus;accepted;North_Aegean_495;Norway lobster;Nephrops norvegicus;107254.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Nephropidae;Nephrops;Nephrops norvegicus
770;Clupeiformes;accepted;North_Aegean_495;Other Small pelagic fishes;Clupeiformes;10297.0;Order;Animalia;Chordata;Teleostei;Clupeiformes;None;None;Nan
771;Gadiformes;accepted;North_Aegean_495;Other gadiforms;Gadiformes;10313.0;Order;Animalia;Chordata;Teleostei;Gadiformes;None;None;Nan
772;Polychaeta;accepted;North_Aegean_495;Polychaetes;Polychaeta;883.0;Class;Animalia;Annelida;Polychaeta;None;None;None;Nan
773;Aves;accepted;North_Aegean_495;Sea birds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
774;Dendrobranchiata;accepted;North_Aegean_495;Shrimps;Dendrobranchiata;106669.0;Suborder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
775;Gastrosaccus spinifer;accepted;North_Aegean_495;Suprabenthos;Gastrosaccus spinifer;120020.0;Species;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Gastrosaccus;Gastrosaccus spinifer
776;Delphinidae;accepted;North_Aegean_495;dolphins;Delphinidae;136980.0;Family;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;None;Nan
777;Calanus helgolandicus;alternative representation;North_Aegean_495;mesozooplankton;Calanus helgolandicus;104466.0;Species;Animalia;Arthropoda;Copepoda;Calanoida;Calanidae;Calanus;Calanus helgolandicus
778;NO_DATA;Not Found;North_Aegean_495;micro-;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
779;NO_DATA;Not Found;North_Aegean_495;phyto;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
780;Spicara smaris;accepted;North_Aegean_495;picarels and bogue;Spicara smaris;126830.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Spicara;Spicara smaris
781;Raja clavata;accepted;North_Aegean_495;"rays &amp; skates";Raja clavata;105883.0;Species;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;Raja clavata
782;Squalus acanthias;accepted;North_Aegean_495;sharks;Squalus acanthias;105923.0;Species;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias
783;Trachurus trachurus capensis;unaccepted;North_Benguela_503;Adult horse mac;Trachurus trachurus capensis;322749.0;Subspecies;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;Nan
784;Engraulis encrasicolus;accepted;North_Benguela_503;Anchovy;Engraulis encrasicolus;126426.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus
785;Teleostei;accepted;North_Benguela_503;Benthic-feeding;Teleostei;293496.0;Class;Animalia;Chordata;Teleostei;None;None;None;Nan
786;Cetacea;accepted;North_Benguela_503;Cetaceans;Cetacea;2688.0;Infraorder;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
787;Chondrichthyes;accepted;North_Benguela_503;Chondrichthyans;Chondrichthyes;1517375.0;Parvphylum;Animalia;Chordata;None;None;None;None;Nan
788;Detritus;Not Found;North_Benguela_503;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
789;Gelatinous zooplankton;Not Found;North_Benguela_503;Gelatinous zoop;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
790;Trachurus trachurus capensis;unaccepted;North_Benguela_503;Juvenile horse;Trachurus trachurus capensis;322749.0;Subspecies;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;Nan
791;Merluccius capensis;accepted;North_Benguela_503;Large M. capens;Merluccius capensis;217746.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius capensis
792;Merluccius paradoxus;accepted;North_Benguela_503;Large M. parado;Merluccius paradoxus;217745.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius paradoxus
793;Actinopterygii;accepted;North_Benguela_503;Large pelagics;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
794;NO_DATA;Not Found;North_Benguela_503;Macrobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
795;Macrozooplankton;Not Found;North_Benguela_503;Macrozooplankto;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
796;Meiobenthos;Not Found;North_Benguela_503;Meiobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
797;NO_DATA;Not Found;North_Benguela_503;Mesopelagics;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
798;Mesozooplankton;Not Found;North_Benguela_503;Mesozooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
799;Microzooplankton;Not Found;North_Benguela_503;Microzooplankto;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
800;Actinopterygii;accepted;North_Benguela_503;Other small pel;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
801;Sufflogobius bibarbatus;accepted;North_Benguela_503;Pelagic Goby;Sufflogobius bibarbatus;219573.0;Species;Animalia;Chordata;Teleostei;Gobiiformes;Gobiidae;Sufflogobius;Sufflogobius bibarbatus
802;Teleostei;accepted;North_Benguela_503;Pelagic-feeding;Teleostei;293496.0;Class;Animalia;Chordata;Teleostei;None;None;None;Nan
803;Phytoplankton;Not Found;North_Benguela_503;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
804;Sardinops sagax;accepted;North_Benguela_503;Sardine;Sardinops sagax;217452.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardinops;Sardinops sagax
805;Aves;accepted;North_Benguela_503;Seabirds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
806;Pinnipedia;accepted;North_Benguela_503;Seals;Pinnipedia;148736.0;Infraorder;Animalia;Chordata;Mammalia;Carnivora;None;None;Nan
807;Merluccius capensis;accepted;North_Benguela_503;Small M. capens;Merluccius capensis;217746.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius capensis
808;Cephalopoda;accepted;North_Benguela_503;cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
809;NO_DATA;Not Found;Northern_Humboldt_Current_488;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
810;NO_DATA;Not Found;Northern_Humboldt_Current_488;Diatoms;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
811;NO_DATA;Not Found;Northern_Humboldt_Current_488;Dino and silicoflagellates;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
812;Microzooplankton;Not Found;Northern_Humboldt_Current_488;Microzooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
813;Engraulis ringens;accepted;Northern_Humboldt_Current_488;anchovy;Engraulis ringens;272287.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Engraulis;Engraulis ringens
814;Elasmobranchii;accepted;Northern_Humboldt_Current_488;benthic elasmobranchs;Elasmobranchii;10193.0;Class;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
